location_id,city,event_timestamp,temperature,humidity,pressure,wind_speed,wind_direction,pm25,pm10,no2,so2,o3,co,aqi
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",Sonia Vihar,2000-04-02 01:44:28.651396,26.575,78.525,991.3,0.3,313.6,251.0,177.0,16.5,1.8,1.7,24.9,251
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",Sriniwaspuri,2000-04-02 01:44:28.651396,21.9,75.1,986.1,0.3,352.2,282.0,347.0,43.1,5.2,3.4,29.9,347
"Pusa, Delhi, Delhi, India",Pusa,2000-04-02 01:44:28.651396,26.6,79.4,984.1,0.3,180.3,236.0,265.0,37.2,1.6,0.9,9.1,265
"R.K. Puram, Delhi, Delhi, India",R.K. Puram,2000-04-02 01:44:28.651396,24.9,81.5,980.4,0.3,148.0,310.0,450.0,36.1,4.9,7.0,20.4,450
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",Major Dhyan Chand National Stadium,2000-04-02 01:44:28.651396,25.3,69.9,987.4,0.2,9.5,230.0,181.0,85.7,10.3,6.7,22.9,230
"Mandir Marg, Delhi, Delhi, India",Mandir Marg,2000-04-02 01:44:28.651396,29.950000000000003,91.6,985.825,0.3,323.8,208.0,127.0,33.6,0.9,8.9,5.2,208
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",Parparganj,2000-04-02 01:44:28.651396,27.5,64.4,984.9,0.3,4.4,210.0,309.0,83.5,3.3,1.4,29.2,309
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",Jawaharlal Nehru Stadium,2000-04-02 01:44:28.651396,27.3,69.3,991.5,1.7,308.7,200.0,286.0,74.2,8.0,5.0,12.7,286
"IHBAS, Delhi, Delhi, India",IHBAS,2000-04-02 01:44:28.651396,34.0,52.0,1000.0,1.0,,,,16.9,6.4,10.7,11.3,-
"Lodhi Road, Delhi, Delhi, India",Lodhi Road,2000-04-02 01:44:28.651396,,,,1.5,,159.0,134.0,29.7,,4.5,0.1,159
"Burari Crossing, Delhi, Delhi, India",Burari,2000-04-02 01:44:28.651396,,,,1.5,,160.0,,17.6,,15.9,0.1,160
"CRRI Mathura Road, Delhi, Delhi, India",Mathura Road,2000-04-02 01:44:28.651396,,,,1.5,,217.0,233.0,13.6,,9.0,0.1,233
"Siri Fort, Delhi, Delhi, India",Siri Fort,2000-04-02 01:44:28.651396,,,,,,193.0,334.0,3.7,8.6,33.3,0.1,334
"North Campus, Delhi, Delhi, India",North Campus,2000-04-02 01:44:28.651396,,,,3.6,,164.0,157.0,7.7,,12.6,0.1,164
"Civil Lines, Delhi, Delhi, India",Civil Lines,2000-04-02 01:44:28.651396,,,,,,,,,,,,-
"ITO, Delhi, Delhi, India",ITO,2000-04-02 01:44:28.651396,,,,,,,,,,,,-
"ITI Jahangirpuri, Delhi, Delhi, India",Jahangirpuri,2000-04-02 01:44:28.651396,26.825,65.32499999999999,975.175,0.225,145.1,262.0,333.0,33.7,11.9,1.6,45.2,333
"Anand Vihar, Delhi, Delhi, India",Anand Vihar,2000-04-02 01:44:28.651396,28.1,62.3,979.3,0.3,249.2,306.0,552.0,37.8,3.8,2.7,23.5,552
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",Wazirpur,2000-04-02 02:44:28.651396,30.45,74.1,990.425,0.3,21.7,252.0,332.0,62.4,4.8,22.4,35.7,332
"Satyawati College, Delhi, Delhi, India",Delhi,2000-04-02 02:44:28.651396,26.2,80.2,980.6,1.4,54.4,256.0,234.0,59.2,11.9,2.1,33.8,256
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",Jhilmil,2000-04-02 02:44:28.651396,28.775,62.925,984.35,0.3,221.3,265.0,210.0,48.3,5.1,8.2,35.1,265
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",Sonia Vihar,2000-04-02 02:44:28.651396,26.575,78.525,991.3,0.3,313.6,251.0,177.0,16.5,1.8,1.7,24.9,251
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",Sriniwaspuri,2000-04-02 02:44:28.651396,21.9,75.1,986.1,0.3,352.2,282.0,347.0,43.1,5.2,3.4,29.9,347
"Pusa, Delhi, Delhi, India",Pusa,2000-04-02 02:44:28.651396,26.6,79.4,984.1,0.3,180.3,236.0,265.0,37.2,1.6,0.9,9.1,265
"R.K. Puram, Delhi, Delhi, India",R.K. Puram,2000-04-02 02:44:28.651396,24.9,81.5,980.4,0.3,148.0,310.0,450.0,36.1,4.9,7.0,20.4,450
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",Major Dhyan Chand National Stadium,2000-04-02 02:44:28.651396,25.3,69.9,987.4,0.2,9.5,230.0,181.0,85.7,10.3,6.7,22.9,230
"Mandir Marg, Delhi, Delhi, India",Mandir Marg,2000-04-02 02:44:28.651396,29.950000000000003,91.6,985.825,0.3,323.8,208.0,127.0,33.6,0.9,8.9,5.2,208
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",Parparganj,2000-04-02 02:44:28.651396,27.5,64.4,984.9,0.3,4.4,210.0,309.0,83.5,3.3,1.4,29.2,309
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",Jawaharlal Nehru Stadium,2000-04-02 02:44:28.651396,27.3,69.3,991.5,1.7,308.7,200.0,286.0,74.2,8.0,5.0,12.7,286
"IHBAS, Delhi, Delhi, India",IHBAS,2000-04-02 02:44:28.651396,34.0,52.0,1000.0,1.0,,,,16.9,6.4,10.7,11.3,-
"Lodhi Road, Delhi, Delhi, India",Lodhi Road,2000-04-02 02:44:28.651396,,,,1.5,,159.0,134.0,29.7,,4.5,0.1,159
"Burari Crossing, Delhi, Delhi, India",Burari,2000-04-02 02:44:28.651396,,,,1.5,,160.0,,17.6,,15.9,0.1,160
"CRRI Mathura Road, Delhi, Delhi, India",Mathura Road,2000-04-02 02:44:28.651396,,,,1.5,,217.0,233.0,13.6,,9.0,0.1,233
"Siri Fort, Delhi, Delhi, India",Siri Fort,2000-04-02 02:44:28.651396,,,,,,193.0,334.0,3.7,8.6,33.3,0.1,334
"North Campus, Delhi, Delhi, India",North Campus,2000-04-02 02:44:28.651396,,,,3.6,,164.0,157.0,7.7,,12.6,0.1,164
"Civil Lines, Delhi, Delhi, India",Civil Lines,2000-04-02 02:44:28.651396,,,,,,,,,,,,-
"ITO, Delhi, Delhi, India",ITO,2000-04-02 02:44:28.651396,,,,,,,,,,,,-
"ITI Jahangirpuri, Delhi, Delhi, India",Jahangirpuri,2000-04-02 02:44:28.651396,26.825,65.32499999999999,975.175,0.225,145.1,262.0,333.0,33.7,11.9,1.6,45.2,333
"Anand Vihar, Delhi, Delhi, India",Anand Vihar,2000-04-02 02:44:28.651396,28.1,62.3,979.3,0.3,249.2,306.0,552.0,37.8,3.8,2.7,23.5,552
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",Wazirpur,2000-04-02 03:44:28.651396,30.45,74.1,990.425,0.3,21.7,252.0,332.0,62.4,4.8,22.4,35.7,332
"Satyawati College, Delhi, Delhi, India",Delhi,2000-04-02 03:44:28.651396,26.2,80.2,980.6,1.4,54.4,256.0,234.0,59.2,11.9,2.1,33.8,256
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",Jhilmil,2000-04-02 03:44:28.651396,28.775,62.925,984.35,0.3,221.3,265.0,210.0,48.3,5.1,8.2,35.1,265
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",Sonia Vihar,2000-04-02 03:44:28.651396,26.575,78.525,991.3,0.3,313.6,251.0,177.0,16.5,1.8,1.7,24.9,251
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",Sriniwaspuri,2000-04-02 03:44:28.651396,21.9,75.1,986.1,0.3,352.2,282.0,347.0,43.1,5.2,3.4,29.9,347
"Pusa, Delhi, Delhi, India",Pusa,2000-04-02 03:44:28.651396,26.6,79.4,984.1,0.3,180.3,236.0,265.0,37.2,1.6,0.9,9.1,265
"R.K. Puram, Delhi, Delhi, India",R.K. Puram,2000-04-02 03:44:28.651396,24.9,81.5,980.4,0.3,148.0,310.0,450.0,36.1,4.9,7.0,20.4,450
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",Major Dhyan Chand National Stadium,2000-04-02 03:44:28.651396,25.3,69.9,987.4,0.2,9.5,230.0,181.0,85.7,10.3,6.7,22.9,230
"Mandir Marg, Delhi, Delhi, India",Mandir Marg,2000-04-02 03:44:28.651396,29.950000000000003,91.6,985.825,0.3,323.8,208.0,127.0,33.6,0.9,8.9,5.2,208
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",Parparganj,2000-04-02 03:44:28.651396,27.5,64.4,984.9,0.3,4.4,210.0,309.0,83.5,3.3,1.4,29.2,309
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",Jawaharlal Nehru Stadium,2000-04-02 03:44:28.651396,27.3,69.3,991.5,1.7,308.7,200.0,286.0,74.2,8.0,5.0,12.7,286
"IHBAS, Delhi, Delhi, India",IHBAS,2000-04-02 03:44:28.651396,34.0,52.0,1000.0,1.0,,,,16.9,6.4,10.7,11.3,-
"Lodhi Road, Delhi, Delhi, India",Lodhi Road,2000-04-02 03:44:28.651396,,,,1.5,,159.0,134.0,29.7,,4.5,0.1,159
"Burari Crossing, Delhi, Delhi, India",Burari,2000-04-02 03:44:28.651396,,,,1.5,,160.0,,17.6,,15.9,0.1,160
"CRRI Mathura Road, Delhi, Delhi, India",Mathura Road,2000-04-02 03:44:28.651396,,,,1.5,,217.0,233.0,13.6,,9.0,0.1,233
"Siri Fort, Delhi, Delhi, India",Siri Fort,2000-04-02 03:44:28.651396,,,,,,193.0,334.0,3.7,8.6,33.3,0.1,334
"North Campus, Delhi, Delhi, India",North Campus,2000-04-02 03:44:28.651396,,,,3.6,,164.0,157.0,7.7,,12.6,0.1,164
"Civil Lines, Delhi, Delhi, India",Civil Lines,2000-04-02 03:44:28.651396,,,,,,,,,,,,-
"ITO, Delhi, Delhi, India",ITO,2000-04-02 03:44:28.651396,,,,,,,,,,,,-
"ITI Jahangirpuri, Delhi, Delhi, India",Jahangirpuri,2000-04-02 03:44:28.651396,26.825,65.32499999999999,975.175,0.225,145.1,262.0,333.0,33.7,11.9,1.6,45.2,333
"Anand Vihar, Delhi, Delhi, India",Anand Vihar,2000-04-02 03:44:28.651396,28.1,62.3,979.3,0.3,249.2,306.0,552.0,37.8,3.8,2.7,23.5,552
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",Wazirpur,2000-04-02 04:44:28.651396,30.45,74.1,990.425,0.3,21.7,252.0,332.0,62.4,4.8,22.4,35.7,332
"Satyawati College, Delhi, Delhi, India",Delhi,2000-04-02 04:44:28.651396,26.2,80.2,980.6,1.4,54.4,256.0,234.0,59.2,11.9,2.1,33.8,256
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",Jhilmil,2000-04-02 04:44:28.651396,28.775,62.925,984.35,0.3,221.3,265.0,210.0,48.3,5.1,8.2,35.1,265
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",Sonia Vihar,2000-04-02 04:44:28.651396,26.575,78.525,991.3,0.3,313.6,251.0,177.0,16.5,1.8,1.7,24.9,251
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",Sriniwaspuri,2000-04-02 04:44:28.651396,21.9,75.1,986.1,0.3,352.2,282.0,347.0,43.1,5.2,3.4,29.9,347
"Pusa, Delhi, Delhi, India",Pusa,2000-04-02 04:44:28.651396,26.6,79.4,984.1,0.3,180.3,236.0,265.0,37.2,1.6,0.9,9.1,265
"R.K. Puram, Delhi, Delhi, India",R.K. Puram,2000-04-02 04:44:28.651396,24.9,81.5,980.4,0.3,148.0,310.0,450.0,36.1,4.9,7.0,20.4,450
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",Major Dhyan Chand National Stadium,2000-04-02 04:44:28.651396,25.3,69.9,987.4,0.2,9.5,230.0,181.0,85.7,10.3,6.7,22.9,230
"Mandir Marg, Delhi, Delhi, India",Mandir Marg,2000-04-02 04:44:28.651396,29.950000000000003,91.6,985.825,0.3,323.8,208.0,127.0,33.6,0.9,8.9,5.2,208
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",Parparganj,2000-04-02 04:44:28.651396,27.5,64.4,984.9,0.3,4.4,210.0,309.0,83.5,3.3,1.4,29.2,309
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",Jawaharlal Nehru Stadium,2000-04-02 04:44:28.651396,27.3,69.3,991.5,1.7,308.7,200.0,286.0,74.2,8.0,5.0,12.7,286
"IHBAS, Delhi, Delhi, India",IHBAS,2000-04-02 04:44:28.651396,34.0,52.0,1000.0,1.0,,,,16.9,6.4,10.7,11.3,-
"Lodhi Road, Delhi, Delhi, India",Lodhi Road,2000-04-02 04:44:28.651396,,,,1.5,,159.0,134.0,29.7,,4.5,0.1,159
"Burari Crossing, Delhi, Delhi, India",Burari,2000-04-02 04:44:28.651396,,,,1.5,,160.0,,17.6,,15.9,0.1,160
"CRRI Mathura Road, Delhi, Delhi, India",Mathura Road,2000-04-02 04:44:28.651396,,,,1.5,,217.0,233.0,13.6,,9.0,0.1,233
"Siri Fort, Delhi, Delhi, India",Siri Fort,2000-04-02 04:44:28.651396,,,,,,193.0,334.0,3.7,8.6,33.3,0.1,334
"North Campus, Delhi, Delhi, India",North Campus,2000-04-02 04:44:28.651396,,,,3.6,,164.0,157.0,7.7,,12.6,0.1,164
"Civil Lines, Delhi, Delhi, India",Civil Lines,2000-04-02 04:44:28.651396,,,,,,,,,,,,-
"ITO, Delhi, Delhi, India",ITO,2000-04-02 04:44:28.651396,,,,,,,,,,,,-
"ITI Jahangirpuri, Delhi, Delhi, India",Jahangirpuri,2000-04-02 04:44:28.651396,26.825,65.32499999999999,975.175,0.225,145.1,262.0,333.0,33.7,11.9,1.6,45.2,333
"Anand Vihar, Delhi, Delhi, India",Anand Vihar,2000-04-02 04:44:28.651396,28.1,62.3,979.3,0.3,249.2,306.0,552.0,37.8,3.8,2.7,23.5,552
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",Wazirpur,2000-04-02 05:44:28.651396,30.45,74.1,990.425,0.3,21.7,252.0,332.0,62.4,4.8,22.4,35.7,332
"Satyawati College, Delhi, Delhi, India",Delhi,2000-04-02 05:44:28.651396,26.2,80.2,980.6,1.4,54.4,256.0,234.0,59.2,11.9,2.1,33.8,256
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",Jhilmil,2000-04-02 05:44:28.651396,28.775,62.925,984.35,0.3,221.3,265.0,210.0,48.3,5.1,8.2,35.1,265
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",Sonia Vihar,2000-04-02 05:44:28.651396,26.575,78.525,991.3,0.3,313.6,251.0,177.0,16.5,1.8,1.7,24.9,251
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",Sriniwaspuri,2000-04-02 05:44:28.651396,21.9,75.1,986.1,0.3,352.2,282.0,347.0,43.1,5.2,3.4,29.9,347
"Pusa, Delhi, Delhi, India",Pusa,2000-04-02 05:44:28.651396,26.6,79.4,984.1,0.3,180.3,236.0,265.0,37.2,1.6,0.9,9.1,265
"R.K. Puram, Delhi, Delhi, India",R.K. Puram,2000-04-02 05:44:28.651396,24.9,81.5,980.4,0.3,148.0,310.0,450.0,36.1,4.9,7.0,20.4,450
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",Major Dhyan Chand National Stadium,2000-04-02 05:44:28.651396,25.3,69.9,987.4,0.2,9.5,230.0,181.0,85.7,10.3,6.7,22.9,230
"Mandir Marg, Delhi, Delhi, India",Mandir Marg,2000-04-02 05:44:28.651396,29.950000000000003,91.6,985.825,0.3,323.8,208.0,127.0,33.6,0.9,8.9,5.2,208
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",Parparganj,2000-04-02 05:44:28.651396,27.5,64.4,984.9,0.3,4.4,210.0,309.0,83.5,3.3,1.4,29.2,309
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",Jawaharlal Nehru Stadium,2000-04-02 05:44:28.651396,27.3,69.3,991.5,1.7,308.7,200.0,286.0,74.2,8.0,5.0,12.7,286
"IHBAS, Delhi, Delhi, India",IHBAS,2000-04-02 05:44:28.651396,34.0,52.0,1000.0,1.0,,,,16.9,6.4,10.7,11.3,-
"Lodhi Road, Delhi, Delhi, India",Lodhi Road,2000-04-02 05:44:28.651396,,,,1.5,,159.0,134.0,29.7,,4.5,0.1,159
"Burari Crossing, Delhi, Delhi, India",Burari,2000-04-02 05:44:28.651396,,,,1.5,,160.0,,17.6,,15.9,0.1,160
"CRRI Mathura Road, Delhi, Delhi, India",Mathura Road,2000-04-02 05:44:28.651396,,,,1.5,,217.0,233.0,13.6,,9.0,0.1,233
"Siri Fort, Delhi, Delhi, India",Siri Fort,2000-04-02 05:44:28.651396,,,,,,193.0,334.0,3.7,8.6,33.3,0.1,334
"North Campus, Delhi, Delhi, India",North Campus,2000-04-02 05:44:28.651396,,,,3.6,,164.0,157.0,7.7,,12.6,0.1,164
"Civil Lines, Delhi, Delhi, India",Civil Lines,2000-04-02 05:44:28.651396,,,,,,,,,,,,-
"ITO, Delhi, Delhi, India",ITO,2000-04-02 05:44:28.651396,,,,,,,,,,,,-
"ITI Jahangirpuri, Delhi, Delhi, India",Jahangirpuri,2000-04-02 05:44:28.651396,26.825,65.32499999999999,975.175,0.225,145.1,262.0,333.0,33.7,11.9,1.6,45.2,333
"Anand Vihar, Delhi, Delhi, India",Anand Vihar,2000-04-02 05:44:28.651396,28.1,62.3,979.3,0.3,249.2,306.0,552.0,37.8,3.8,2.7,23.5,552
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",Wazirpur,2000-04-02 06:44:28.651396,30.45,74.1,990.425,0.3,21.7,252.0,332.0,62.4,4.8,22.4,35.7,332
"Satyawati College, Delhi, Delhi, India",Delhi,2000-04-02 06:44:28.651396,26.2,80.2,980.6,1.4,54.4,256.0,234.0,59.2,11.9,2.1,33.8,256
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",Jhilmil,2000-04-02 06:44:28.651396,28.775,62.925,984.35,0.3,221.3,265.0,210.0,48.3,5.1,8.2,35.1,265
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",Sonia Vihar,2000-04-02 06:44:28.651396,26.575,78.525,991.3,0.3,313.6,251.0,177.0,16.5,1.8,1.7,24.9,251
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",Sriniwaspuri,2000-04-02 06:44:28.651396,21.9,75.1,986.1,0.3,352.2,282.0,347.0,43.1,5.2,3.4,29.9,347
"Pusa, Delhi, Delhi, India",Pusa,2000-04-02 06:44:28.651396,26.6,79.4,984.1,0.3,180.3,236.0,265.0,37.2,1.6,0.9,9.1,265
"R.K. Puram, Delhi, Delhi, India",R.K. Puram,2000-04-02 06:44:28.651396,24.9,81.5,980.4,0.3,148.0,310.0,450.0,36.1,4.9,7.0,20.4,450
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",Major Dhyan Chand National Stadium,2000-04-02 06:44:28.651396,25.3,69.9,987.4,0.2,9.5,230.0,181.0,85.7,10.3,6.7,22.9,230
"Mandir Marg, Delhi, Delhi, India",Mandir Marg,2000-04-02 06:44:28.651396,29.950000000000003,91.6,985.825,0.3,323.8,208.0,127.0,33.6,0.9,8.9,5.2,208
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",Parparganj,2000-04-02 06:44:28.651396,27.5,64.4,984.9,0.3,4.4,210.0,309.0,83.5,3.3,1.4,29.2,309
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",Jawaharlal Nehru Stadium,2000-04-02 06:44:28.651396,27.3,69.3,991.5,1.7,308.7,200.0,286.0,74.2,8.0,5.0,12.7,286
"IHBAS, Delhi, Delhi, India",IHBAS,2000-04-02 06:44:28.651396,34.0,52.0,1000.0,1.0,,,,16.9,6.4,10.7,11.3,-
"Lodhi Road, Delhi, Delhi, India",Lodhi Road,2000-04-02 06:44:28.651396,,,,1.5,,159.0,134.0,29.7,,4.5,0.1,159
"Burari Crossing, Delhi, Delhi, India",Burari,2000-04-02 06:44:28.651396,,,,1.5,,160.0,,17.6,,15.9,0.1,160
"CRRI Mathura Road, Delhi, Delhi, India",Mathura Road,2000-04-02 06:44:28.651396,,,,1.5,,217.0,233.0,13.6,,9.0,0.1,233
"Siri Fort, Delhi, Delhi, India",Siri Fort,2000-04-02 06:44:28.651396,,,,,,193.0,334.0,3.7,8.6,33.3,0.1,334
"North Campus, Delhi, Delhi, India",North Campus,2000-04-02 06:44:28.651396,,,,3.6,,164.0,157.0,7.7,,12.6,0.1,164
"Civil Lines, Delhi, Delhi, India",Civil Lines,2000-04-02 06:44:28.651396,,,,,,,,,,,,-
"ITO, Delhi, Delhi, India",ITO,2000-04-02 06:44:28.651396,,,,,,,,,,,,-
"ITI Jahangirpuri, Delhi, Delhi, India",Jahangirpuri,2000-04-02 06:44:28.651396,26.825,65.32499999999999,975.175,0.225,145.1,262.0,333.0,33.7,11.9,1.6,45.2,333
"Anand Vihar, Delhi, Delhi, India",Anand Vihar,2000-04-02 06:44:28.651396,28.1,62.3,979.3,0.3,249.2,306.0,552.0,37.8,3.8,2.7,23.5,552
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",Wazirpur,2000-04-02 07:44:28.651396,30.45,74.1,990.425,0.3,21.7,252.0,332.0,62.4,4.8,22.4,35.7,332
"Satyawati College, Delhi, Delhi, India",Delhi,2000-04-02 07:44:28.651396,26.2,80.2,980.6,1.4,54.4,256.0,234.0,59.2,11.9,2.1,33.8,256
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",Jhilmil,2000-04-02 07:44:28.651396,28.775,62.925,984.35,0.3,221.3,265.0,210.0,48.3,5.1,8.2,35.1,265
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",Sonia Vihar,2000-04-02 07:44:28.651396,26.575,78.525,991.3,0.3,313.6,251.0,177.0,16.5,1.8,1.7,24.9,251
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",Sriniwaspuri,2000-04-02 07:44:28.651396,21.9,75.1,986.1,0.3,352.2,282.0,347.0,43.1,5.2,3.4,29.9,347
"Pusa, Delhi, Delhi, India",Pusa,2000-04-02 07:44:28.651396,26.6,79.4,984.1,0.3,180.3,236.0,265.0,37.2,1.6,0.9,9.1,265
"R.K. Puram, Delhi, Delhi, India",R.K. Puram,2000-04-02 07:44:28.651396,24.9,81.5,980.4,0.3,148.0,310.0,450.0,36.1,4.9,7.0,20.4,450
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",Major Dhyan Chand National Stadium,2000-04-02 07:44:28.651396,25.3,69.9,987.4,0.2,9.5,230.0,181.0,85.7,10.3,6.7,22.9,230
"Mandir Marg, Delhi, Delhi, India",Mandir Marg,2000-04-02 07:44:28.651396,29.950000000000003,91.6,985.825,0.3,323.8,208.0,127.0,33.6,0.9,8.9,5.2,208
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",Parparganj,2000-04-02 07:44:28.651396,27.5,64.4,984.9,0.3,4.4,210.0,309.0,83.5,3.3,1.4,29.2,309
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",Jawaharlal Nehru Stadium,2000-04-02 07:44:28.651396,27.3,69.3,991.5,1.7,308.7,200.0,286.0,74.2,8.0,5.0,12.7,286
"IHBAS, Delhi, Delhi, India",IHBAS,2000-04-02 07:44:28.651396,34.0,52.0,1000.0,1.0,,,,16.9,6.4,10.7,11.3,-
"Lodhi Road, Delhi, Delhi, India",Lodhi Road,2000-04-02 07:44:28.651396,,,,1.5,,159.0,134.0,29.7,,4.5,0.1,159
"Burari Crossing, Delhi, Delhi, India",Burari,2000-04-02 07:44:28.651396,,,,1.5,,160.0,,17.6,,15.9,0.1,160
"CRRI Mathura Road, Delhi, Delhi, India",Mathura Road,2000-04-02 07:44:28.651396,,,,1.5,,217.0,233.0,13.6,,9.0,0.1,233
"Siri Fort, Delhi, Delhi, India",Siri Fort,2000-04-02 07:44:28.651396,,,,,,193.0,334.0,3.7,8.6,33.3,0.1,334
"North Campus, Delhi, Delhi, India",North Campus,2000-04-02 07:44:28.651396,,,,3.6,,164.0,157.0,7.7,,12.6,0.1,164
"Civil Lines, Delhi, Delhi, India",Civil Lines,2000-04-02 07:44:28.651396,,,,,,,,,,,,-
"ITO, Delhi, Delhi, India",ITO,2000-04-02 07:44:28.651396,,,,,,,,,,,,-
"ITI Jahangirpuri, Delhi, Delhi, India",Jahangirpuri,2000-04-02 07:44:28.651396,26.825,65.32499999999999,975.175,0.225,145.1,262.0,333.0,33.7,11.9,1.6,45.2,333
"Anand Vihar, Delhi, Delhi, India",Anand Vihar,2000-04-02 07:44:28.651396,28.1,62.3,979.3,0.3,249.2,306.0,552.0,37.8,3.8,2.7,23.5,552
"Delhi Institute of Tool Engineering, Wazirpur, Delhi, Delhi, India",Wazirpur,2000-04-02 08:44:28.651396,30.45,74.1,990.425,0.3,21.7,252.0,332.0,62.4,4.8,22.4,35.7,332
"Satyawati College, Delhi, Delhi, India",Delhi,2000-04-02 08:44:28.651396,26.2,80.2,980.6,1.4,54.4,256.0,234.0,59.2,11.9,2.1,33.8,256
"ITI Shahdra, Jhilmil Industrial Area, Delhi, Delhi, India",Jhilmil,2000-04-02 08:44:28.651396,28.775,62.925,984.35,0.3,221.3,265.0,210.0,48.3,5.1,8.2,35.1,265
"Sonia Vihar Water Treatment Plant DJB, Delhi, Delhi, India",Sonia Vihar,2000-04-02 08:44:28.651396,26.575,78.525,991.3,0.3,313.6,251.0,177.0,16.5,1.8,1.7,24.9,251
"PGDAV College, Sriniwaspuri, Delhi, Delhi, India",Sriniwaspuri,2000-04-02 08:44:28.651396,21.9,75.1,986.1,0.3,352.2,282.0,347.0,43.1,5.2,3.4,29.9,347
"Pusa, Delhi, Delhi, India",Pusa,2000-04-02 08:44:28.651396,26.6,79.4,984.1,0.3,180.3,236.0,265.0,37.2,1.6,0.9,9.1,265
"R.K. Puram, Delhi, Delhi, India",R.K. Puram,2000-04-02 08:44:28.651396,24.9,81.5,980.4,0.3,148.0,310.0,450.0,36.1,4.9,7.0,20.4,450
"Major Dhyan Chand National Stadium, Delhi, Delhi, India",Major Dhyan Chand National Stadium,2000-04-02 08:44:28.651396,25.3,69.9,987.4,0.2,9.5,230.0,181.0,85.7,10.3,6.7,22.9,230
"Mandir Marg, Delhi, Delhi, India",Mandir Marg,2000-04-02 08:44:28.651396,29.950000000000003,91.6,985.825,0.3,323.8,208.0,127.0,33.6,0.9,8.9,5.2,208
"Mother Dairy Plant, Parparganj, Delhi, Delhi, India",Parparganj,2000-04-02 08:44:28.651396,27.5,64.4,984.9,0.3,4.4,210.0,309.0,83.5,3.3,1.4,29.2,309
"Jawaharlal Nehru Stadium, Delhi, Delhi, India",Jawaharlal Nehru Stadium,2000-04-02 08:44:28.651396,27.3,69.3,991.5,1.7,308.7,200.0,286.0,74.2,8.0,5.0,12.7,286
"IHBAS, Delhi, Delhi, India",IHBAS,2000-04-02 08:44:28.651396,34.0,52.0,1000.0,1.0,,,,16.9,6.4,10.7,11.3,-
"Lodhi Road, Delhi, Delhi, India",Lodhi Road,2000-04-02 08:44:28.651396,,,,1.5,,159.0,134.0,29.7,,4.5,0.1,159
"Burari Crossing, Delhi, Delhi, India",Burari,2000-04-02 08:44:28.651396,,,,1.5,,160.0,,17.6,,15.9,0.1,160
"CRRI Mathura Road, Delhi, Delhi, India",Mathura Road,2000-04-02 08:44:28.651396,,,,1.5,,217.0,233.0,13.6,,9.0,0.1,233
